Numero Ticket;Tipo de caso;Categoria;Tipo;Item;Resumen;Matri;Ubicacion;Numero Telefonico;Indicador Vip;Region;Service Desk;Modo de reporte;Estado;Fecha Creacion;Fecha Termino;Fecha Cierre;Prioridad;Grupos asignado;Grupo creador
WO0000004122687;R;MOBILIARIO;EQUIPO;CONTADOR DE BILLETES;REPARAR;S32525;AREQUIPA - 215000;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-06-01;2022-06-14;2022-06-14;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004122649;R;MOBILIARIO;EQUIPO;CONTADOR DE BILLETES;REPARAR;S27111;METRO AV. WIESSE - 191106;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-01;2022-06-17;2022-06-17;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004122502;R;MOBILIARIO;EQUIPO;DETECTOR DE BILLETES;REPARAR;S10545;NICOLAS AYLLON - 191027;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-01;2022-06-08;2022-06-08;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004122513;R;MOBILIARIO;EQUIPO;LAMPARA DE EMERGENCIA;REPARAR;E21497;JAUREGUI - 405005;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-06-01;2022-06-18;2022-06-18;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004122741;R;MOBILIARIO;EQUIPO;CONTADOR DE MONEDAS;REPARAR;NULL;CANTO GRANDE - 191096;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-01;2022-06-08;2022-06-08;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004122511;R;MOBILIARIO;DISP. DE SEGURIDAD;DETECTOR DE HUMO;REPARAR;U21826;CHIMPU OCLLO - 191113;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-01;2022-06-03;2022-06-03;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004122522;R;MOBILIARIO;CAJAS DE SEGURIDAD;CAJA PULMON;REPARAR;S28769;MINI AGENCIA BCP SALAMANCA - 191090;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-01;2022-06-07;2022-06-07;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004122302;R;MOBILIARIO;MOBILIARIO;SILLAS;REPARAR;S45039;IMPERIAL - 255001;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-06-01;2022-06-10;2022-06-10;3;MANTENIMIENTO PROV 2 - SUR CHICO;HELPDESK OPERADORES
WO0000004122360;R;MOBILIARIO;MOBILIARIO;CAJONERA;REPARAR;S42436;AREQUIPA - 215000;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-06-01;2022-06-13;2022-06-13;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004122688;R;MOBILIARIO;MOBILIARIO;COCHES;REPARAR;S32525;AREQUIPA - 215000;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-06-01;2022-06-17;2022-06-17;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004122303;R;MOBILIARIO;MOBILIARIO;SEPARADORES;REPARAR;S45039;IMPERIAL - 255001;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-06-01;2022-06-17;2022-06-17;3;MANTENIMIENTO PROV 2 - SUR CHICO;HELPDESK OPERADORES
WO0000004122726;R;MOBILIARIO;EDIFICIO;PUERTA / MAMPARA;REPARAR;U18566;LA SALLE - 191114;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-01;2022-06-07;2022-06-07;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004122715;R;MOBILIARIO;EDIFICIO;PUERTA/MAMPARA BRAZO HIDRAULICO;REPARAR;U21826;NACIONES UNIDAS - 191084;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-01;2022-06-13;2022-06-13;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004122411;R;MOBILIARIO;LUMINARIAS;FOCO FLOURESCENTES;CAMBIAR;S25183;ICA - 380000;###;1;NULL;Zona Norte;Web HD;Rechazado;2022-06-01;2022-06-26;;3;MANTENIMIENTO PROV 2 - SUR CHICO;HELPDESK OPERADORES
WO0000004122387;R;MOBILIARIO;ATM;CERRADURA;APERTURAR;E15051;PLAZA LIMA NORTE - 191058;###;1;NULL;Zona Centro;Web HD;Rechazado;2022-06-01;2022-06-06;;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004122614;R;MOBILIARIO;CERRAJERIA;PUERTA / MAMPARA  CERRADURA;REEMPLAZAR;S23231;BOLOGNESI - 540002;###;1;Lim2Reg4;Zona Norte;Web HD;Rechazado;2022-06-01;2022-06-05;;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004122744;R;MOBILIARIO;CERRAJERIA;PUERTA / MAMPARA  CERRADURA;APERTURAR;S01540;CERRO COLORADO - 215013;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-06-01;2022-06-07;2022-06-07;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004122663;R;MOBILIARIO;EDIFICIO;JARDIN;ARREGLAR;S40821;QUILLABAMBA - 505000;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-06-01;2022-06-17;2022-06-17;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004122757;R;MOBILIARIO;CAJAS DE SEGURIDAD;BOVEDA;REPROGRAMAR;S00060;CHINCHA - 315000;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-06-01;2022-06-11;2022-06-11;3;MANTENIMIENTO PROV 2 - SUR CHICO;HELPDESK OPERADORES
WO0000004122689;R;MOBILIARIO;IMAGEN;STICKER;REPONER;U18566;LA SALLE - 191114;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-01;2022-06-08;2022-06-08;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004122401;R;MOBILIARIO;IMAGEN;STICKER;REPONER;E18442;TUPAC AMARU - 191038;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-01;2022-06-07;2022-06-07;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004122353;R;MOBILIARIO;SERVICIOS HIGIENICOS;GRIFERIA;REVISAR;S16190;PLAZA UNION - 191062;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-01;2022-06-05;2022-06-05;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004122740;R;MOBILIARIO;INST. ELECTRICAS;CORTE DE ENERGIA;REVISAR;NULL;CANTO GRANDE - 191096;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-01;2022-06-08;2022-06-08;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004122739;R;MOBILIARIO;INST. ELECTRICAS;TABLERO ELECTRICO;REVISAR;NULL;CANTO GRANDE - 191096;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-01;2022-06-08;2022-06-08;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004122441;R;MOBILIARIO;DISPOSITIVOS DE SEGURIDAD ELECTRONICA;PANEL DE ALARMAS;REPARACION;C45801;LA NEGRITA - 215004;##;1;Prov2RegSur1;Zona Norte;NULL;Terminado;2022-06-01;2022-06-05;;1;MANTENIMIENTO PROV 2 - SUR;CENTRASCAN
WO0000004122514;R;MOBILIARIO;DISPOSITIVOS DE SEGURIDAD ELECTRONICA;PANEL DE ALARMAS;REPARACION;C45801;PISCO - 470000;##;1;Prov2RegSurCh;Zona Norte;NULL;Terminado;2022-06-01;2022-06-05;2022-06-05;1;MANTENIMIENTO PROV 2 - SUR;CENTRASCAN
WO0000004122423;R;MOBILIARIO;DISPOSITIVOS DE SEGURIDAD ELECTRONICA;PANEL DE ALARMAS;REPARACION;C45801;LAS MALVINAS - 191076;##;1;Lim1Reg4;Zona Centro;NULL;Terminado;2022-06-01;2022-06-06;2022-06-06;1;MANTENIMIENTO LIMA 1;CENTRASCAN
WO0000004122459;R;MOBILIARIO;DISPOSITIVOS DE SEGURIDAD ELECTRONICA;PANEL DE ALARMAS;REPARACION;C45801;TUPAC AMARU - 191038;##;1;Lim1Reg2;Zona Centro;NULL;Terminado;2022-06-01;2022-06-10;;1;MANTENIMIENTO LIMA 1;CENTRASCAN
WO0000004124608;R;MOBILIARIO;EQUIPO;CONTADOR DE BILLETES;REPARAR;NULL;CHACLACAYO - 191074;##;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-03;2022-06-08;2022-06-08;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004127510;R;MOBILIARIO;EQUIPO;CONTADOR DE BILLETES;REPARAR;S25183;ICA - 380000;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-06-03;2022-06-12;2022-06-12;3;MANTENIMIENTO PROV 2 - SUR CHICO;HELPDESK OPERADORES
WO0000004126971;R;MOBILIARIO;EQUIPO;CONTADOR DE BILLETES;REPARAR;S03349;SAN CAMILO - 215006;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-06-03;2022-06-19;2022-06-19;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004125730;R;MOBILIARIO;EQUIPO;CONTADOR DE BILLETES;REPARAR;E21913;MALL AVENTURA PLAZA AREQUIPA - 215011;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-06-03;2022-06-06;2022-06-06;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004126922;R;MOBILIARIO;EQUIPO;CONTADOR DE BILLETES;REPARAR;S32661;DEL AIRE - 193064;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-03;2022-06-10;2022-06-10;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004124657;R;MOBILIARIO;EQUIPO;CONTADOR DE BILLETES;REPARAR;U22969;PLAZA CIVICA VENTANILLA - 192026;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-03;2022-06-12;2022-06-12;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004124436;R;MOBILIARIO;EQUIPO;CONTADOR DE BILLETES;REPARAR;E21867;VENEZUELA - 191026;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-03;2022-06-11;2022-06-11;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004124073;R;MOBILIARIO;EQUIPO;CONTADOR DE BILLETES;REPARAR;U22969;PLAZA CIVICA VENTANILLA - 192026;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-03;2022-06-13;2022-06-13;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004124335;R;MOBILIARIO;EQUIPO;CONTADOR DE BILLETES;REPARAR;S15066;VILLA SOL - 191059;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-03;2022-06-12;2022-06-12;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004124327;R;MOBILIARIO;EQUIPO;CONTADOR DE BILLETES;REPARAR;S15066;VILLA SOL - 191059;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-03;2022-06-12;2022-06-12;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004124266;R;MOBILIARIO;EQUIPO;CONTADOR DE BILLETES;REPARAR;S15066;VILLA SOL - 191059;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-03;2022-06-12;2022-06-12;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004124263;R;MOBILIARIO;EQUIPO;CONTADOR DE BILLETES;REPARAR;S15066;VILLA SOL - 191059;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-03;2022-06-11;2022-06-11;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004125226;R;MOBILIARIO;EQUIPO;DETECTOR DE BILLETES;REPARAR;NULL;CHACLACAYO - 191074;##;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-03;2022-06-08;2022-06-08;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004125321;R;MOBILIARIO;EQUIPO;CONTADOR DE MONEDAS;REPARAR;S02891;ALFONSO UGARTE - 191089;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-03;2022-06-12;2022-06-12;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004124449;R;MOBILIARIO;EQUIPO;CONTADOR DE MONEDAS;REPARAR;E21867;VENEZUELA - 191026;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-03;2022-06-11;2022-06-11;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004123884;R;MOBILIARIO;EQUIPO;CONTADOR DE MONEDAS;REPARAR;S44826;MALL AVENTURA PLAZA SANTA ANITA - 191118;##;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-03;2022-06-07;2022-06-07;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004124873;R;MOBILIARIO;EQUIPO;AIRE ACONDICIONADO;REPARAR;S22387;CAQUETA - 191091;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-03;2022-06-10;2022-06-10;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004126874;R;MOBILIARIO;EQUIPO;AIRE ACONDICIONADO;REPARAR;S08154;AGUAS CALIENTES - 285004;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-06-03;2022-06-21;2022-06-21;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004127139;R;MOBILIARIO;CAJAS DE SEGURIDAD;BOVEDA;REPARAR;S03594;LA RAMBLA BRASIL - 191166;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-03;2022-06-07;2022-06-07;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004125796;R;MOBILIARIO;INST. SANITARIAS;TUBERIA DE AGUA;REPARAR;U17004;AREQUIPA - 215000;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-06-03;2022-06-14;2022-06-14;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004123797;R;MOBILIARIO;AUDIO Y VIDEO;SISTEMA DE AUDIO;REPARAR;U17706;MOQUEGUA - 430000;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-06-03;2022-06-07;2022-06-07;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004125268;R;MOBILIARIO;MOBILIARIO;SILLONES;REPARAR;NULL;MONEY AND TOURIST SERVICE - 285007;##;1;NULL;Zona Norte;Web HD;Cerrado;2022-06-03;2022-06-18;2022-06-18;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004124893;R;MOBILIARIO;MOBILIARIO;MOSTRADOR;REPARAR;NULL;MONEY AND TOURIST SERVICE - 285007;##;1;NULL;Zona Norte;Web HD;Cerrado;2022-06-03;2022-06-12;2022-06-12;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004124229;R;MOBILIARIO;AUDIO Y VIDEO;TV;REPARAR;NULL;MONEY AND TOURIST SERVICE - 285007;##;1;NULL;Zona Norte;Web HD;Cerrado;2022-06-03;2022-06-12;2022-06-12;2;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004125144;R;MOBILIARIO;CAJAS DE SEGURIDAD;CAJA PULMON;REPARAR;E21554;MINI AGENCIA BCP SALAMANCA - 191090;###;1;NULL;Zona Centro;Web HD;Rechazado;2022-06-03;2022-06-06;;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004125662;R;MOBILIARIO;EQUIPO;AIRE ACONDICIONADO;REGULAR;S16218;LAS VIÑAS - 193066;###;1;NULL;Zona Centro;Web HD;Rechazado;2022-06-03;2022-06-12;;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004124308;R;MOBILIARIO;DISP. DE SEGURIDAD;CAMARA IP;MOVER;U19009;REAL PLAZA CUSCO - 285011;###;1;NULL;Zona Norte;Web HD;Rechazado;2022-06-03;2022-06-20;;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004124257;R;MOBILIARIO;LUMINARIAS;FOCO DICROICOS;CAMBIAR;U19009;REAL PLAZA CUSCO - 285011;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-06-03;2022-06-21;2022-06-21;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004124672;R;MOBILIARIO;CAJAS DE SEGURIDAD;CAJA BUZON;REPROGRAMAR;S13462;EL PEDREGAL - 251000;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-06-03;2022-06-20;2022-06-20;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004126881;R;MOBILIARIO;EQUIPO;GRUPO ELECTROGENO;REVISAR;E15842;MARISCAL CÁCERES - 220002;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-06-03;2022-06-11;2022-06-11;3;MANTENIMIENTO PROV 2 - SUR CHICO;HELPDESK OPERADORES
WO0000004125554;R;MOBILIARIO;MOBILIARIO;SILLAS;LIMPIAR;E19524;MALA - 255002;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-06-03;2022-06-15;2022-06-15;3;MANTENIMIENTO PROV 2 - SUR CHICO;HELPDESK OPERADORES
WO0000004127281;R;MOBILIARIO;LUMINARIAS;REFLECTOR / LAMPARAS;REVISAR;NULL;CHACLACAYO - 191074;##;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-03;2022-06-10;2022-06-10;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004125157;R;MOBILIARIO;CERRAJERIA;CANDADO;REEMPLAZAR;NULL;GRAU (LIMA) - 191005;##;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-03;2022-06-05;2022-06-05;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004124623;R;MOBILIARIO;EQUIPO;GRUPO ELECTROGENO;ALQUILER;NULL;CHACLACAYO - 191074;##;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-03;2022-06-11;2022-06-11;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004125316;R;MOBILIARIO;INST. SANITARIAS;BOMBAS DE AGUA;REVISAR;NULL;MONEY AND TOURIST SERVICE - 285007;##;1;NULL;Zona Norte;Web HD;Cerrado;2022-06-03;2022-06-12;2022-06-12;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004125050;R;MOBILIARIO;EDIFICIO;PARED;PINTAR;NULL;MONEY AND TOURIST SERVICE - 285007;##;1;NULL;Zona Norte;Web HD;Cerrado;2022-06-03;2022-06-12;2022-06-12;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004124914;R;MOBILIARIO;INST. ELECTRICAS;TOMACORRIENTES;REVISAR;NULL;MONEY AND TOURIST SERVICE - 285007;##;1;NULL;Zona Norte;Web HD;Cerrado;2022-06-03;2022-06-12;2022-06-12;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004124647;R;MOBILIARIO;EDIFICIO;PARED;PINTAR;NULL;MONEY AND TOURIST SERVICE - 285007;##;1;NULL;Zona Norte;Web HD;Cerrado;2022-06-03;2022-06-12;2022-06-12;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004124242;R;MOBILIARIO;LUMINARIAS;FOCO FLOURESCENTES;CAMBIAR;U19009;REAL PLAZA CUSCO - 285011;###;1;Prov2RegSur2;Zona Norte;Web HD;Cerrado;2022-06-03;2022-06-18;2022-06-18;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004126893;R;MOBILIARIO;CERRAJERIA;PUERTA / MAMPARA  CERRADURA;REEMPLAZAR;U21826;EL SOL - 191082;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-03;2022-06-08;2022-06-08;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004124555;R;MOBILIARIO;CERRAJERIA;PUERTA / MAMPARA  CERRADURA;REEMPLAZAR;U21904;SANTA ANITA - 191052;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-03;2022-06-10;2022-06-10;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004126941;R;MOBILIARIO;LUMINARIAS;FOCO FLOURESCENTES;CAMBIAR;S32661;DEL AIRE - 193064;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-03;2022-06-10;2022-06-10;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004123580;R;MOBILIARIO;LUMINARIAS;FOCO DICROICOS;CAMBIAR;S39323;RAUL FERRERO - 193012;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-03;2022-06-10;2022-06-10;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004127404;R;MOBILIARIO;IMAGEN;IMANTADO;CONFECCIONAR;U21298;PERU - 191056;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-03;2022-06-08;2022-06-08;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004125209;R;MOBILIARIO;IMAGEN;IMANTADO;CONFECCIONAR;U21232;LAS MALVINAS - 191076;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-03;2022-06-11;2022-06-11;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004125723;R;MOBILIARIO;EQUIPO;GRUPO ELECTROGENO;ALQUILER;S02154;HUAYCAN - 191085;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-03;2022-06-10;2022-06-10;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004126279;R;MOBILIARIO;MOBILIARIO;SERVIMATIC;REVISAR;E21546;ANTUNEZ DE MAYOLO - 191028;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-03;2022-06-24;2022-06-24;2;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004127107;R;MOBILIARIO;INST. ELECTRICAS;CORTE DE ENERGIA;REVISAR;E22023;SICUANI - 533000;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-06-03;2022-06-07;2022-06-07;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004125254;R;MOBILIARIO;INST. ELECTRICAS;PUNTO / CABLE DE RED;REVISAR;S01224;AREQUIPA - 215000;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-06-03;2022-06-13;2022-06-13;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004124700;R;MOBILIARIO;LUMINARIAS;FOCO FLOURESCENTES;REVISAR;S13462;EL PEDREGAL - 251000;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-06-03;2022-06-22;2022-06-22;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004123824;R;MOBILIARIO;LUMINARIAS;FOCO FLOURESCENTES;CAMBIAR;U17706;MOQUEGUA - 430000;###;1;NULL;Zona Norte;Web HD;Cerrado;2022-06-03;2022-06-21;2022-06-21;3;MANTENIMIENTO PROV 2 - SUR;HELPDESK OPERADORES
WO0000004125960;R;MOBILIARIO;EQUIPO;UPS / ESTABILIZADOR;REVISAR;E20735;BARRIO CHINO - 191165;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-03;2022-06-17;2022-06-17;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004127018;R;MOBILIARIO;INST. ELECTRICAS;CORTO CIRCUITO;REVISAR;S11166;CAPON - 191095;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-03;2022-06-12;2022-06-12;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004126926;R;MOBILIARIO;INST. ELECTRICAS;TABLERO ELECTRICO;REVISAR;E18442;TUPAC AMARU - 191038;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-03;2022-06-06;2022-06-06;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004123834;R;MOBILIARIO;CERRAJERIA;CAJONERA  CERRADURA;DUPLICADO DE LLAVE;E87438;LA FONTANA - 193054;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-03;2022-06-11;2022-06-11;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004126447;R;MOBILIARIO;CERRAJERIA;PUERTA / MAMPARA  CERRADURA;DUPLICADO DE LLAVE;S02349;DEL AIRE - 193064;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-03;2022-06-08;2022-06-08;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004126388;R;MOBILIARIO;CERRAJERIA;PUERTA / MAMPARA  CERRADURA;APERTURAR;U22888;EL PROGRESO - 191037;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-03;2022-06-07;2022-06-07;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004124703;R;MOBILIARIO;CERRAJERIA;CAJONERA  CERRADURA;REEMPLAZAR;U21904;SANTA ANITA - 191052;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-03;2022-06-10;2022-06-10;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004124246;R;MOBILIARIO;CERRAJERIA;CAJONERA  CERRADURA;REEMPLAZAR;S09528;TOTTUS GUIPOR - 191147;###;1;NULL;Zona Centro;Web HD;Cerrado;2022-06-03;2022-06-12;2022-06-12;3;MANTENIMIENTO LIMA 1;HELPDESK OPERADORES
WO0000004125581;R;MOBILIARIO;DISPOSITIVOS DE SEGURIDAD ELECTRONICA;PANEL DE ALARMAS;REPARACION;C45801;SAN ROMAN - 405003;##;1;Prov2RegSur2;Zona Norte;NULL;Terminado;2022-06-03;2022-06-08;;1;MANTENIMIENTO PROV 2 - SUR;CENTRASCAN
WO0000004125579;R;MOBILIARIO;DISPOSITIVOS DE SEGURIDAD ELECTRONICA;PANEL DE ALARMAS;REPARACION;C45801;SAN ROMAN - 405003;##;1;Prov2RegSur2;Zona Norte;NULL;Terminado;2022-06-03;2022-06-08;;1;MANTENIMIENTO PROV 2 - SUR;CENTRASCAN
WO0000004123704;R;MOBILIARIO;DISPOSITIVOS DE SEGURIDAD ELECTRONICA;PANEL DE ALARMAS;REPARACION;C45801;NAZCA - 440000;##;1;Prov2RegSurCh;Zona Norte;NULL;Terminado;2022-06-03;2022-06-05;;1;MANTENIMIENTO PROV 2 - SUR;CENTRASCAN
WO0000004123552;R;MOBILIARIO;DISPOSITIVOS DE SEGURIDAD ELECTRONICA;PANEL DE ALARMAS;REPARACION;C45801;JULIACA - 405000;##;1;Prov2RegSur2;Zona Norte;NULL;Terminado;2022-06-03;2022-06-10;;1;MANTENIMIENTO PROV 2 - SUR;CENTRASCAN
WO0000004123605;R;MOBILIARIO;DISPOSITIVOS DE SEGURIDAD ELECTRONICA;PANEL DE ALARMAS;REPARACION;C45801;JULIACA - 405000;##;1;Prov2RegSur2;Zona Norte;NULL;Terminado;2022-06-03;2022-06-10;;1;MANTENIMIENTO PROV 2 - SUR;CENTRASCAN
WO0000004123669;R;MOBILIARIO;DISPOSITIVOS DE SEGURIDAD ELECTRONICA;PANEL DE ALARMAS;REPARACION;C45801;COLLIQUE - 191065;##;1;NULL;Zona Centro;NULL;Rechazado;2022-06-03;2022-06-13;;1;MANTENIMIENTO LIMA 1;CENTRASCAN
