Numero Ticket|Tipo de caso|Categoria|Tipo|Item|Resumen|Matri|Ubicacion|Numero Telefonico|Indicador Vip|Region|Service Desk|Modo de reporte|Estado|Fecha Creacion|Fecha Termino|Fecha Cierre|Prioridad|Grupos asignado|Grupo creador
WO0000004853311||MOBILIARIO|EQUIPO|CONTADOR DE BILLETES|REPARAR|E18442|TUPAC AMARU - 191038|###|2|Lim1Reg2|Zona Centro|Web HD|Cerrado|2023-01-02|10/01/2023|13/01/2023|3|MANTENIMIENTO LIMA 1|
WO0000004852942||MOBILIARIO|EQUIPO|CONTADOR DE BILLETES|REPARAR|S13337|SAN JUAN DE LURIGANCHO - 191017|###|2|Lim3Reg5|Zona Centro|Web HD|Cerrado|2023-01-02|2/01/2023|5/01/2023|3|MANTENIMIENTO LIMA 1|
WO0000004852621||MOBILIARIO|EQUIPO|CONTADOR DE BILLETES|REPARAR|S13425|MARIANO MELGAR - 215014|###|2|Prov2RegSur1|Zona Norte|Web HD|Cerrado|2023-01-02|6/01/2023|9/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
SA0000004853328||MOBILIARIO|EQUIPO|CONTADOR DE BILLETES|REPARAR|E18302|ANDAHUAYLAS - 205000|###|2|Prov2RegSur2|Zona Norte|Web HD|Cerrado|2023-01-02|7/01/2023|10/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
SA0000004853160||MOBILIARIO|EQUIPO|CONTADOR DE BILLETES|REPARAR|S10534|COLLIQUE - 191065|###|2|NULL|Zona Centro|Web HD|Cerrado|2023-01-02|4/01/2023|7/01/2023|3|MANTENIMIENTO LIMA 1|
SA0000004853158||MOBILIARIO|EQUIPO|CONTADOR DE BILLETES|REPARAR|S10534|COLLIQUE - 191065|###|2|NULL|Zona Centro|Web HD|Cerrado|2023-01-02|6/01/2023|9/01/2023|3|MANTENIMIENTO LIMA 1|
SA0000004853157||MOBILIARIO|EQUIPO|CONTADOR DE BILLETES|REPARAR|S10534|COLLIQUE - 191065|###|2|NULL|Zona Centro|Web HD|Cerrado|2023-01-02|4/01/2023|7/01/2023|3|MANTENIMIENTO LIMA 1|
SA0000004853156||MOBILIARIO|EQUIPO|CONTADOR DE BILLETES|REPARAR|S10534|COLLIQUE - 191065|###|2|NULL|Zona Centro|Web HD|Cerrado|2023-01-02|15/01/2023|18/01/2023|3|MANTENIMIENTO LIMA 1|
WO0000004853328||MOBILIARIO|EQUIPO|CONTADOR DE BILLETES|REPARAR|E18302|ANDAHUAYLAS - 205000|###|2|Prov2RegSur2|Zona Norte|Web HD|Cerrado|2023-01-02|7/01/2023|10/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000004853160||MOBILIARIO|EQUIPO|CONTADOR DE BILLETES|REPARAR|S10534|COLLIQUE - 191065|###|2|NULL|Zona Centro|Web HD|Cerrado|2023-01-02|4/01/2023|7/01/2023|3|MANTENIMIENTO LIMA 1|
WO0000004853158||MOBILIARIO|EQUIPO|CONTADOR DE BILLETES|REPARAR|S10534|COLLIQUE - 191065|###|2|NULL|Zona Centro|Web HD|Cerrado|2023-01-02|6/01/2023|9/01/2023|3|MANTENIMIENTO LIMA 1|
WO0000004853157||MOBILIARIO|EQUIPO|CONTADOR DE BILLETES|REPARAR|S10534|COLLIQUE - 191065|###|2|NULL|Zona Centro|Web HD|Cerrado|2023-01-02|4/01/2023|7/01/2023|3|MANTENIMIENTO LIMA 1|
WO0000004853156||MOBILIARIO|EQUIPO|CONTADOR DE BILLETES|REPARAR|S10534|COLLIQUE - 191065|###|2|NULL|Zona Centro|Web HD|Cerrado|2023-01-02|15/01/2023|18/01/2023|3|MANTENIMIENTO LIMA 1|
WO0000004854678||MOBILIARIO|EQUIPO|AIRE ACONDICIONADO|REPARAR|S01707|MEGA PLAZA - 191010|###|2|Lim1Reg3|Zona Centro|Web HD|Cerrado|2023-01-02|14/01/2023|17/01/2023|3|MANTENIMIENTO LIMA 1|
WO0000004853613||MOBILIARIO|EQUIPO|AIRE ACONDICIONADO|REPARAR|S26088|PROCERES - 191120|###|2|Lim1Reg4|Zona Centro|Web HD|Cerrado|2023-01-02|7/01/2023|10/01/2023|3|MANTENIMIENTO LIMA 1|
WO0000004853171||MOBILIARIO|EQUIPO|AIRE ACONDICIONADO|REPARAR|S16190|PLAZA UNION - 191062|###|2|Lim1Reg4|Zona Centro|Web HD|Cerrado|2023-01-02|6/01/2023|9/01/2023|3|MANTENIMIENTO LIMA 1|
WO0000004853139||MOBILIARIO|EQUIPO|AIRE ACONDICIONADO|REPARAR|U21826|METRO AV. WIESSE - 191106|###|2|Lim3Reg5|Zona Centro|Web HD|Cerrado|2023-01-02|11/01/2023|14/01/2023|3|MANTENIMIENTO LIMA 1|
WO0000004852175||MOBILIARIO|EQUIPO|AIRE ACONDICIONADO|REPARAR|S02215|LAS LOMAS - 191055|###|2|Lim3Reg5|Zona Centro|Web HD|Cerrado|2023-01-02|11/01/2023|14/01/2023|3|MANTENIMIENTO LIMA 1|
WO0000004851712||MOBILIARIO|EQUIPO|AIRE ACONDICIONADO|REPARAR|U22617|IZAGUIRRE - 191154|###|2|Lim1Reg1|Zona Centro|Web HD|Cerrado|2023-01-02|4/01/2023|7/01/2023|3|MANTENIMIENTO LIMA 1|
WO0000004854930||MOBILIARIO|EQUIPO|AIRE ACONDICIONADO|REPARAR|U22584|BELAUNDE - 191018|###|2|Lim1Reg2|Zona Centro|Web HD|Cerrado|2023-01-02|13/01/2023|16/01/2023|3|MANTENIMIENTO LIMA 1|
WO0000004855346||MOBILIARIO|EQUIPO|AIRE ACONDICIONADO|REPARAR|S23873|MOLICENTRO - 193004|###|2|Lim2Reg4|Zona Sur|Web HD|Cerrado|2023-01-02|24/01/2023|27/01/2023|3|MANTENIMIENTO LIMA 1|
WO0000004852384||MOBILIARIO|EQUIPO|AIRE ACONDICIONADO|REPARAR|S82971|LA FONTANA - 193054|(###)|2|Lim2Reg4|Zona Sur|Web HD|Cerrado|2023-01-02|6/01/2023|9/01/2023|3|MANTENIMIENTO LIMA 1|
WO0000004854084||MOBILIARIO|EQUIPO|AIRE ACONDICIONADO|REPARAR|S52733|LUREN - 380004|(###)|2|Prov2RegSurCh|Zona Sur|Web HD|Cerrado|2023-01-02|15/01/2023|18/01/2023|3|MANTENIMIENTO PROV 2 - SUR CHICO|
WO0000004854346||MOBILIARIO|EQUIPO|CONTADOR DE BILLETES|REPARAR|S72722|DIAGONAL - 285003|(###)|2|NULL|Zona Norte|Web HD|Rechazado|2023-01-02|||3|MANTENIMIENTO PROV 2 - SUR|
WO0000004854334||MOBILIARIO|EQUIPO|CONTADOR DE BILLETES|REPARAR|S72722|DIAGONAL - 285003|(###)|2|NULL|Zona Norte|Web HD|Rechazado|2023-01-02|||3|MANTENIMIENTO PROV 2 - SUR|
WO0000004854342||MOBILIARIO|EQUIPO|CONTADOR DE BILLETES|REPARAR|S72722|DIAGONAL - 285003|(###)|2|NULL|Zona Norte|Web HD|Rechazado|2023-01-02|7/01/2023|7/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000004851467||MOBILIARIO|DISPOSITIVO DE SEGURIDAD ELECTRONICA|PIR ANTEBOVEDA|REPARAR|S61434|SAN JUAN DE MARCONA - 513000|(###)|2|Prov2RegSurCh|Zona Sur|Web HD|Cerrado|2023-01-02|2/01/2023|5/01/2023|3|MANTENIMIENTO PROV 2 - SUR CHICO|
WO0000004852684||MOBILIARIO|MOBILIARIO|SEPARADORES|REPARAR|U23050|PLAZA LIMA NORTE - 191058|###|2|Lim1Reg3|Zona Centro|Web HD|Rechazado|2023-01-02|||3|MANTENIMIENTO LIMA 1|
WO0000004855732||MOBILIARIO|DISPOSITIVO DE SEGURIDAD ELECTRONICA|SENSOR DE ANIEGO|REPARAR|S22387|EL SOL - 191082|###|2|NULL|Zona Centro|Web HD|Rechazado|2023-01-02|||3|MANTENIMIENTO LIMA 1|
WO0000004854912||MOBILIARIO|INSTALACIONES ELECTRICAS|TUBERIA DE DESAGUE|REPARAR|S06958|AREQUIPA - 215000|###|2|Prov2RegSur1|Zona Norte|Web HD|Rechazado|2023-01-02|||3|MANTENIMIENTO PROV 2 - SUR|
WO0000004854075||MOBILIARIO|MOBILIARIO|CAJONERA|REPARAR|S85860|COLLIQUE - 191065|(###)|2|NULL|Zona Centro|Web HD|Rechazado|2023-01-02|||3|MANTENIMIENTO LIMA 1|
WO0000004852181||MOBILIARIO|DISPOSITIVO DE SEGURIDAD ELECTRONICA|DETECTOR DE HUMO|REPARAR|E20735|PARURO - 191047|###|2|Lim1Reg4|Zona Sur|Web HD|Rechazado|2023-01-02|3/01/2023|3/01/2023|3|MANTENIMIENTO LIMA 1|
WO0000004852903||MOBILIARIO|EQUIPO|CONTADOR DE MONEDAS|REPARAR|S10534|COLLIQUE - 191065|###|2|NULL|Zona Centro|Web HD|Cerrado|2023-01-02|4/01/2023|7/01/2023|3|MANTENIMIENTO LIMA 1|
WO0000004854333||MOBILIARIO|EQUIPO|CONTADOR DE MONEDAS|REPARAR|S37665|CANTO GRANDE - 191096|###|2|NULL|Zona Centro|Web HD|Rechazado|2023-01-02|||3|MANTENIMIENTO LIMA 1|
WO0000004854349||MOBILIARIO|EQUIPO|CONTADOR DE MONEDAS|REPARAR|S72722|DIAGONAL - 285003|(###)|2|NULL|Zona Norte|Web HD|Rechazado|2023-01-02|||3|MANTENIMIENTO PROV 2 - SUR|
WO0000004852359||MOBILIARIO|SUMINISTROS|DISPENSADOR DE JABON LIQUIDO|REPARAR|S82971|LA FONTANA - 193054|(###)|2|Lim2Reg4|Zona Sur|Web HD|Cerrado|2023-01-02|3/01/2023|6/01/2023|3|MANTENIMIENTO LIMA 1|
WO0000004855738||MOBILIARIO|EDIFICIO|ALFOMBRAS|REPARAR|E19452|UMACOLLO - 215009|###|2|Prov2RegSur1|Zona Norte|Web HD|Cerrado|2023-01-02|10/01/2023|13/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000004853198||MOBILIARIO|MOBILIARIO|MOSTRADOR|REPARAR|S01540|CERRO COLORADO - 215013|###|2|Prov2RegSur1|Zona Norte|Web HD|Cerrado|2023-01-02|18/01/2023|21/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000004851465||MOBILIARIO|DISPOSITIVO DE SEGURIDAD ELECTRONICA|SENSOR DE ANIEGO|REPARAR|S61434|MARIANO MELGAR - 215014|(###)|2|Prov2RegSur1|Zona Norte|Web HD|Cerrado|2023-01-02|2/01/2023|5/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000004851449||MOBILIARIO|DISPOSITIVO DE SEGURIDAD ELECTRONICA|SENSOR DE MAMPARA|REPARAR|S61434|BUSTAMANTE Y RIVERO - 215010|(###)|2|Prov2RegSur1|Zona Norte|Web HD|Cerrado|2023-01-02|2/01/2023|5/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000004852632||MOBILIARIO|MOBILIARIO|CAJONERA|REPARAR|E22094|MOQUEGUA - 430000|(###)|2|Prov2RegSur1|Zona Norte|Web HD|Cerrado|2023-01-02|11/01/2023|14/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000004855726||MOBILIARIO|MOBILIARIO|LOCKER|REPARAR|U21205|LARAPA - 285005|###|2|Prov2RegSur2|Zona Norte|Web HD|Cerrado|2023-01-02|17/01/2023|20/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000004854671||MOBILIARIO|MOBILIARIO|MOSTRADOR|REPARAR|S42756|SICUANI - 533000|###|2|Prov2RegSur2|Zona Norte|Web HD|Cerrado|2023-01-02|25/01/2023|28/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000004853129||MOBILIARIO|MOBILIARIO|SILLAS|REPARAR|S03353|CAYMA - 215002|###|2|NULL|Zona Norte|Web HD|Cerrado|2023-01-02|31/01/2023|3/02/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000004852932||MOBILIARIO|MOBILIARIO|CAJONERA|REPARAR|E22025|CAYMA - 215002|###|2|NULL|Zona Norte|Web HD|Cerrado|2023-01-02|13/01/2023|16/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000004854309||MOBILIARIO|MOBILIARIO|SILLAS|REPARAR|S28296|MALA - 255002|###|2|Prov2RegSurCh|Zona Sur|Web HD|Cerrado|2023-01-02|6/01/2023|9/01/2023|3|MANTENIMIENTO PROV 2 - SUR CHICO|
WO0000004854622||MOBILIARIO|EDIFICIO|PUERTA / MAMPARA|REPARAR|U22410|ELIO - 191067|###|2|NULL|Zona Sur|Web HD|Cerrado|2023-01-02|2/01/2023|5/01/2023|3|MANTENIMIENTO LIMA 1|
WO0000004854317||MOBILIARIO|EDIFICIO|PUERTA / MAMPARA|REPARAR|U22410|ELIO - 191067|###|2|NULL|Zona Sur|Web HD|Cerrado|2023-01-02|2/01/2023|5/01/2023|3|MANTENIMIENTO LIMA 1|
WO0000004852162||MOBILIARIO|EDIFICIO|PUERTA/MAMPARA BISAGRA|REPARAR|S02215|LAS LOMAS - 191055|###|2|Lim3Reg5|Zona Centro|Web HD|Cerrado|2023-01-02|4/01/2023|7/01/2023|3|MANTENIMIENTO LIMA 1|
WO0000004852331||MOBILIARIO|CAJAS DE SEGURIDAD|CAJA BUZON|REPARAR|U23420|METRO AV. WIESSE - 191106|###|2|Lim3Reg5|Zona Centro|Web HD|Cerrado|2023-01-02|3/01/2023|6/01/2023|3|MANTENIMIENTO LIMA 1|
WO0000004852166||MOBILIARIO|CAJAS DE SEGURIDAD|CAJA BUZON|REPARAR|S02215|LAS LOMAS - 191055|###|2|Lim3Reg5|Zona Centro|Web HD|Cerrado|2023-01-02|9/01/2023|12/01/2023|3|MANTENIMIENTO LIMA 1|
WO0000004851786||MOBILIARIO|MOBILIARIO|CAJONERA|REPARAR|S38114|SANTA LUZMILA - 191063|###|2|Lim1Reg2|Zona Centro|Web HD|Cerrado|2023-01-02|6/01/2023|9/01/2023|3|MANTENIMIENTO LIMA 1|
WO0000004853680||MOBILIARIO|MOBILIARIO|BUTACA|REPARAR|S65545|PLAZA CIVICA VENTANILLA - 192026|(###)|2|Lim1Reg2|Zona Centro|Web HD|Cerrado|2023-01-02|8/01/2023|11/01/2023|3|MANTENIMIENTO LIMA 1|
WO0000004852309||MOBILIARIO|DISPOSITIVO DE SEGURIDAD ELECTRONICA|CAMARA CONVENCIONAL|REPARAR|S61434|EMANCIPACION - 191054|(###)|2|NULL|Zona Sur|Web HD|Cerrado|2023-01-02|2/01/2023|5/01/2023|3|MANTENIMIENTO LIMA 1|
WO0000004851462||MOBILIARIO|DISPOSITIVO DE SEGURIDAD ELECTRONICA|SENSOR DE MAMPARA|REPARAR|S61434|MESA REDONDA - 191069|(###)|2|Lim1Reg4|Zona Sur|Web HD|Cerrado|2023-01-02|2/01/2023|5/01/2023|3|MANTENIMIENTO LIMA 1|
WO0000004851457||MOBILIARIO|DISPOSITIVO DE SEGURIDAD ELECTRONICA|PIR ANTEBOVEDA|REPARAR|S61434|COLONIAL - 192035|(###)|2|Lim1Reg1|Zona Sur|Web HD|Cerrado|2023-01-02|2/01/2023|5/01/2023|3|MANTENIMIENTO LIMA 1|
WO0000004851454||MOBILIARIO|DISPOSITIVO DE SEGURIDAD ELECTRONICA|SENSOR DE MAMPARA|REPARAR|S61434|PURUCHUCO - 191020|(###)|2|Lim3Reg2|Zona Sur|Web HD|Cerrado|2023-01-02|2/01/2023|5/01/2023|3|MANTENIMIENTO LIMA 1|
WO0000004851466||MOBILIARIO|DISPOSITIVO DE SEGURIDAD ELECTRONICA|SENSOR DE MAMPARA|REPARAR|S61434|TUSILAGOS - 191108|(###)|2|Lim3Reg5|Zona Centro|Web HD|Cerrado|2023-01-02|2/01/2023|5/01/2023|3|MANTENIMIENTO LIMA 1|
WO0000004853307||MOBILIARIO|INSTALACIONES ELECTRICAS|PUNTO / CABLE DE RED|REVISAR|U20236|PISCO - 470000|###|2|Prov2RegSurCh|Zona Sur|Web HD|Cerrado|2023-01-02|6/01/2023|9/01/2023|3|MANTENIMIENTO PROV 2 - SUR CHICO|
WO0000004851794||MOBILIARIO|CERRAJERIA|CREDENZA CERRADURA|REEMPLAZAR|S12501|EL SOL - 191082|###|2|NULL|Zona Centro|Web HD|Rechazado|2023-01-02|||3|MANTENIMIENTO LIMA 1|
WO0000004853312||MOBILIARIO|IMAGEN|IMANTADO|CONFECCIONAR|S51034|ANGELICA GAMARRA - 191057|###|2|Lim1Reg3|Zona Centro|Web HD|Rechazado|2023-01-02|||3|MANTENIMIENTO LIMA 1|
WO0000004855387||MOBILIARIO|CERRAJERIA|PUERTA / MAMPARA CERRADURA|REEMPLAZAR|S49905|UMACOLLO - 215009|###|2|Prov2RegSur1|Zona Norte|Web HD|Rechazado|2023-01-02|||3|MANTENIMIENTO PROV 2 - SUR|
WO0000004854664||MOBILIARIO|INSTALACIONES ELECTRICAS|TABLERO ELECTRICO|REVISAR|S06958|TACNA - 540000|###|2|Prov2RegSur1|Zona Norte|Web HD|Rechazado|2023-01-02|||3|MANTENIMIENTO PROV 2 - SUR|
WO0000004853138||MOBILIARIO|ENSERES MENORES|CAJAS (SOLO SEDES)|TRASLADAR|S42756|SICUANI - 533000|###|2|Prov2RegSur2|Zona Norte|Web HD|Rechazado|2023-01-02|||3|MANTENIMIENTO PROV 2 - SUR|
WO0000004855705||MOBILIARIO|CERRAJERIA|PUERTA / MAMPARA CERRADURA|APERTURAR|S45039|IMPERIAL - 255001|###|2|Prov2RegSurCh|Zona Sur|Web HD|Rechazado|2023-01-02|||3|MANTENIMIENTO PROV 2 - SUR CHICO|
WO0000004854632||MOBILIARIO|CERRAJERIA|CREDENZA CERRADURA|REEMPLAZAR|S97208|ICA - 380000|##|2|Prov2RegSurCh|Zona Sur|Web HD|Rechazado|2023-01-02|||3|MANTENIMIENTO PROV 2 - SUR CHICO|
WO0000004855722||MOBILIARIO|EDIFICIO|JARDIN|ARREGLAR|U21205|LARAPA - 285005|###|2|Prov2RegSur2|Zona Norte|Web HD|Cerrado|2023-01-02|20/01/2023|23/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000004855719||MOBILIARIO|SERVICIOS HIGIENICOS|INODORO TANQUE DE AGUA|REVISAR|U21205|LARAPA - 285005|###|2|Prov2RegSur2|Zona Norte|Web HD|Cerrado|2023-01-02|13/01/2023|16/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
SA0000004854357||MOBILIARIO|IMAGEN|IMANTADO|CONFECCIONAR|S95114|LA CULTURA - 285006|(###)|2|Prov2RegSur2|Zona Norte|Web HD|Cerrado|2023-01-02|11/01/2023|14/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
SA0000004852928||MOBILIARIO|LUMINARIAS|FOCO FLOURESCENTES|CAMBIAR|E22025|CAYMA - 215002|###|2|NULL|Zona Norte|Web HD|Cerrado|2023-01-02|3/01/2023|6/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
SA0000004854696||MOBILIARIO|INSTALACIONES ELECTRICAS|BOMBAS DE AGUA|REVISAR|S06958|DIAGONAL - 285003|###|2|NULL|Zona Norte|Web HD|Cerrado|2023-01-02|20/01/2023|23/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
SA0000004851717||MOBILIARIO|INSTALACIONES ELECTRICAS|CORTE DE ENERGIA|REVISAR|S00050|CUSCO - 285000|###|2|NULL|Zona Norte|Web HD|Cerrado|2023-01-02|2/01/2023|5/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
SA0000004854903||MOBILIARIO|LUMINARIAS|FOCO DICROICOS|CAMBIAR|S34189|SIGLO XX - 215015|###|2|Prov1RegNorCh|Zona Norte|Web HD|Cerrado|2023-01-02|7/01/2023|10/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
SA0000004854686||MOBILIARIO|EDIFICIO|TECHO /BALDOSAS|REVISAR|S06958|SIGLO XX - 215015|###|2|Prov1RegNorCh|Zona Norte|Web HD|Cerrado|2023-01-02|23/01/2023|26/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
SA0000004854683||MOBILIARIO|EDIFICIO|TECHO /BALDOSAS|REVISAR|S06958|SOCABAYA - 215017|###|2|Prov1RegNorCh|Zona Norte|Web HD|Cerrado|2023-01-02|24/01/2023|27/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
SA0000004855397||MOBILIARIO|IMAGEN|IMANTADO|CONFECCIONAR|S95113|PISCO - 470000|(###)|2|Prov2RegSurCh|Zona Sur|Web HD|Cerrado|2023-01-02|13/01/2023|16/01/2023|3|MANTENIMIENTO PROV 2 - SUR CHICO|
SA0000004853602||MOBILIARIO|IMAGEN|IMANTADO|CONFECCIONAR|S97208|ICA - 380000|##|2|Prov2RegSurCh|Zona Sur|Web HD|Cerrado|2023-01-02|10/01/2023|13/01/2023|3|MANTENIMIENTO PROV 2 - SUR CHICO|
SA0000004855386||MOBILIARIO|CERRAJERIA|PUERTA / MAMPARA CERRADURA|REEMPLAZAR|S34934|IMPERIAL - 255001|###|2|Prov2RegSurCh|Zona Sur|Web HD|Cerrado|2023-01-02|17/01/2023|20/01/2023|3|MANTENIMIENTO PROV 2 - SUR CHICO|
SA0000004853184||MOBILIARIO|CERRAJERIA|PUERTA / MAMPARA CERRADURA|DUPLICADO DE LLAVE|E12653|MALA - 255002|###|2|Prov2RegSurCh|Zona Sur|Web HD|Cerrado|2023-01-02|6/01/2023|9/01/2023|3|MANTENIMIENTO PROV 2 - SUR CHICO|
SA0000004853691||MOBILIARIO|EQUIPO|AIRE ACONDICIONADO|REGULAR|S62428|C.C. MULTIPLAZA - 191077|(###)|2|Lim1Reg2|Zona Centro|Web HD|Cerrado|2023-01-02|7/01/2023|10/01/2023|3|MANTENIMIENTO LIMA 1|
SA0000004854692||MOBILIARIO|EDIFICIO|TECHO /BALDOSAS|REVISAR|S06958|UMACOLLO - 215009|###|2|Prov2RegSur1|Zona Norte|Web HD|Cerrado|2023-01-02|25/01/2023|28/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
SA0000004854674||MOBILIARIO|EDIFICIO|TECHO /BALDOSAS|REVISAR|S06958|BUSTAMANTE Y RIVERO - 215010|###|2|Prov2RegSur1|Zona Norte|Web HD|Cerrado|2023-01-02|23/01/2023|26/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
SA0000004854670||MOBILIARIO|EDIFICIO|TECHO /BALDOSAS|REVISAR|S06958|MARIANO MELGAR - 215014|###|2|Prov2RegSur1|Zona Norte|Web HD|Cerrado|2023-01-02|23/01/2023|26/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
SA0000004854976||MOBILIARIO|CERRAJERIA|PUERTA / MAMPARA CERRADURA|APERTURAR|E18678|LA NEGRITA - 215004|###|2|Prov2RegSur1|Zona Norte|Web HD|Cerrado|2023-01-02|14/01/2023|17/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000004854357||MOBILIARIO|IMAGEN|IMANTADO|CONFECCIONAR|S95114|LA CULTURA - 285006|(###)|2|Prov2RegSur2|Zona Norte|Web HD|Cerrado|2023-01-02|11/01/2023|14/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000004852928||MOBILIARIO|LUMINARIAS|FOCO FLOURESCENTES|CAMBIAR|E22025|CAYMA - 215002|###|2|NULL|Zona Norte|Web HD|Cerrado|2023-01-02|3/01/2023|6/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000004854696||MOBILIARIO|INSTALACIONES ELECTRICAS|BOMBAS DE AGUA|REVISAR|S06958|DIAGONAL - 285003|###|2|NULL|Zona Norte|Web HD|Cerrado|2023-01-02|20/01/2023|23/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000004851717||MOBILIARIO|INSTALACIONES ELECTRICAS|CORTE DE ENERGIA|REVISAR|S00050|CUSCO - 285000|###|2|NULL|Zona Norte|Web HD|Cerrado|2023-01-02|2/01/2023|5/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000004854903||MOBILIARIO|LUMINARIAS|FOCO DICROICOS|CAMBIAR|S34189|SIGLO XX - 215015|###|2|Prov1RegNorCh|Zona Norte|Web HD|Cerrado|2023-01-02|7/01/2023|10/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000004854686||MOBILIARIO|EDIFICIO|TECHO /BALDOSAS|REVISAR|S06958|SIGLO XX - 215015|###|2|Prov1RegNorCh|Zona Norte|Web HD|Cerrado|2023-01-02|23/01/2023|26/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000004854683||MOBILIARIO|EDIFICIO|TECHO /BALDOSAS|REVISAR|S06958|SOCABAYA - 215017|###|2|Prov1RegNorCh|Zona Norte|Web HD|Cerrado|2023-01-02|24/01/2023|27/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000004855397||MOBILIARIO|IMAGEN|IMANTADO|CONFECCIONAR|S95113|PISCO - 470000|(###)|2|Prov2RegSurCh|Zona Sur|Web HD|Cerrado|2023-01-02|13/01/2023|16/01/2023|3|MANTENIMIENTO PROV 2 - SUR CHICO|
WO0000004853602||MOBILIARIO|IMAGEN|IMANTADO|CONFECCIONAR|S97208|ICA - 380000|##|2|Prov2RegSurCh|Zona Sur|Web HD|Cerrado|2023-01-02|10/01/2023|13/01/2023|3|MANTENIMIENTO PROV 2 - SUR CHICO|
WO0000004855386||MOBILIARIO|CERRAJERIA|PUERTA / MAMPARA CERRADURA|REEMPLAZAR|S34934|IMPERIAL - 255001|###|2|Prov2RegSurCh|Zona Sur|Web HD|Cerrado|2023-01-02|17/01/2023|20/01/2023|3|MANTENIMIENTO PROV 2 - SUR CHICO|
WO0000004853184||MOBILIARIO|CERRAJERIA|PUERTA / MAMPARA CERRADURA|DUPLICADO DE LLAVE|E12653|MALA - 255002|###|2|Prov2RegSurCh|Zona Sur|Web HD|Cerrado|2023-01-02|6/01/2023|9/01/2023|3|MANTENIMIENTO PROV 2 - SUR CHICO|
WO0000004853691||MOBILIARIO|EQUIPO|AIRE ACONDICIONADO|REGULAR|S62428|C.C. MULTIPLAZA - 191077|(###)|2|Lim1Reg2|Zona Centro|Web HD|Cerrado|2023-01-02|7/01/2023|10/01/2023|3|MANTENIMIENTO LIMA 1|
WO0000004854692||MOBILIARIO|EDIFICIO|TECHO /BALDOSAS|REVISAR|S06958|UMACOLLO - 215009|###|2|Prov2RegSur1|Zona Norte|Web HD|Cerrado|2023-01-02|25/01/2023|28/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000004854674||MOBILIARIO|EDIFICIO|TECHO /BALDOSAS|REVISAR|S06958|BUSTAMANTE Y RIVERO - 215010|###|2|Prov2RegSur1|Zona Norte|Web HD|Cerrado|2023-01-02|23/01/2023|26/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000004854670||MOBILIARIO|EDIFICIO|TECHO /BALDOSAS|REVISAR|S06958|MARIANO MELGAR - 215014|###|2|Prov2RegSur1|Zona Norte|Web HD|Cerrado|2023-01-02|23/01/2023|26/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000004854976||MOBILIARIO|CERRAJERIA|PUERTA / MAMPARA CERRADURA|APERTURAR|E18678|LA NEGRITA - 215004|###|2|Prov2RegSur1|Zona Norte|Web HD|Cerrado|2023-01-02|14/01/2023|17/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
WO0000004852980||MOBILIARIO|IMAGEN|STICKER|REPONER|U21145|CERRO COLORADO - 215013|###|2|Prov2RegSur1|Zona Norte|Web HD|Cerrado|2023-01-02|14/01/2023|17/01/2023|3|MANTENIMIENTO PROV 2 - SUR|
